d,price_usd,binance,bybit,okx,bitget,deribit,bitmex,huobi,bitfinex,gate_io,kucoin,kraken,crypto_com,dydx,delta_exchange
2024-04-01,69791.6277305669,8522134181.5341,5251052264.1211,3402183145.0287,7201346971.6414,1825455702.711,401636365.1335,166202963.1108,321077329.4066,653062670.2418,608079222.0271,232427974.3327,,132588684.4128,33100126.3024
2024-04-02,65533.7548351841,8507326591.3909,5090390263.9789,3321316233.2207,6925168047.9755,1857741459.185,394967354.8753,159499343.6423,318557278.3621,673266928.7153,628332354.5252,236657933.2284,251643582.833,131399304.0318,21202372.823
2024-04-03,66130.2162393337,7738423142.0698,4781620472.6857,3067003099.9789,6412367975.4902,1865755932.569,379442105.5879,149058199.4568,301308526.5385,720581206.1041,551758066.4407,193183444.1756,234298357.3416,131875704.056,13745081.0728
2024-04-04,68438.135024547,7787200584.5344,4819631326.94,3015142165.9486,6310709795.6375,1916094644.827,386121751.3261,152131949.9045,299746792.1491,730801487.8064,573682593.6464,203710662.6753,235599007.1417,131115537.1054,16192207.4457
2024-04-05,67904.9094766219,8001759772.9407,4808840518.6757,3127194737.3434,6389627138.0993,1931637432.131,379393797.5878,156188665.7714,314807121.0061,746306750.7292,545883992.121,216321924.251,244255143.1499,131414353.6585,17319117.0868
2024-04-06,69136.0710783168,7676579796.9397,4747678567.5802,2924567896.4022,6285521323.4426,1889154183.642,376895136.1602,149235208.8645,312072964.5172,692045089.281,545221595.5463,205885234.7862,242346635.0463,130867704.9501,15773584.2231
2024-04-07,69392.6830108124,7926865112.7883,4813930783.118,3041650672.7366,6430170067.32,1884571655.101,377548828.5247,152126328.1691,318646127.2062,709360694.0737,545320471.0957,220718048.2206,246483725.732,122077262.5198,24501117.9892
2024-04-08,71712.7972840444,8123641421.8053,4959080427.9354,3151559814.6377,6690816330.6717,1896737575.792,385274571.8545,155624254.9796,317816869.0251,717313888.128,546654356.9649,242227210.6056,245923868.321,117698444.9344,27354542.3644
2024-04-09,69074.5418638223,8541674595.5204,5183648681.27,3591172583.7576,7236261982.6108,2021627026.483,398680185.0685,161855460.5698,326629502.4929,768176403.8653,580157078.2683,236888002.2137,254232083.7136,138272505.1263,20174740.756
2024-04-10,70579.4456767972,8297240721.9434,5096142772.9766,3350086390.6203,6812499971.5301,2014853360.206,369323167.6899,152798588.0256,312362071.4291,799734021.1471,617476718.8281,211649521.7722,244398565.067,144638999.337,17748135.2165
2024-04-11,70046.5536057861,8388453451.1218,5035107169.79,3220620978.7928,6816325070.9391,2060260548.461,377379059.7954,155047904.7257,316830008.6776,684434344.6839,597192527.3977,224397228.7441,250219749.6555,130333057.4451,17326053.6956
2024-04-12,67098.113691993,8507553492.4405,4851444591.59,3218748434.3854,6639804407.9532,2122029375.819,376788448.9162,153643315.2877,314450567.6239,688538688.3101,566213295.5361,230420569.279,246307653.7098,133359963.6551,20092595.2304
2024-04-13,64551.6482875512,8159533985.5157,4757962912.9565,3135057542.7385,6223331242.8067,2155525096.644,399699564.9151,144238950.4556,309717202.7465,732558366.5929,552952357.2062,216526285.7422,237889050.9147,120329910.8684,16347413.9808
2024-04-14,65648.8099602572,6974971856.338,4083598872.9689,2679569336.8458,5416430141.1264,2138646369.545,372501509.0079,124517668.8849,292794044.3555,634223233.8274,414766656.5978,180613708.2274,224474598.5298,116636612.9621,11616599.4544
2024-04-15,63393.325166277,7120429564.1199,4267567299.739,2696168451.8457,5491885357.45,2116039378.333,366617212.4994,133139580.7675,293887494.6516,633047015.0663,429470222.651,196895070.8752,230140934.7165,110885553.219,11456785.4892
2024-04-16,63784.8203340152,6813739080.7485,4122039978.3736,2706671991.1394,5286954652.6269,2090597574.835,379514672.5826,134307107.1154,284075279.2965,624197841.4508,434628618.5816,179740811.62,222929079.1811,101417159.7007,11137969.35
2024-04-17,61324.2184286967,6686720926.7951,4197628580.9741,2666474885.7671,5262646168.9576,2069627801.23,372379050.0232,138089873.7422,286218107.1324,633761377.077,436137620.6097,175207772.3612,224584185.0544,98996991.653,10525937.2632
2024-04-18,63510.14500263,6660150296.3745,4168147151.29,2575422779.1883,5198125975.1901,1975974948.742,376232140.5422,145996884.1937,277991730.2442,633123318.8204,436115513.1793,170677421.6865,216158252.3715,92763345.6856,10814740.4082
2024-04-19,63762.6310300994,6816277234.3369,4119111054.552,2676815651.5889,5246823524.4836,1958744076.688,378789453.0419,149341266.984,292898534.573,648978646.6531,433520436.6071,188512474.0052,224859903.4997,105149939.0376,11644254.015
2024-04-20,64907.9928366452,6696047872.54,4196840049.0341,2573371207.2939,5226238725.2788,1903693321.333,393233516.8797,146908293.9893,302293421.239,612172341.4269,408706990.7961,183002895.5068,226781484.3927,100214816.341,8801474.988
2024-04-21,64968.192619813,6846961354.7103,4325667991.7671,2716081879.3392,5403388759.0578,1905358729.258,375749356.5063,150767199.4496,314497484.9487,656282577.8253,425002860.9829,186736090.5889,229299131.9763,112088288.389,14898820.682
2024-04-22,66944.5960911748,6827187914.2977,4317799467.9757,2722822433.8349,5377614904.5883,1896228932.823,378195879.6413,149095768.6936,310467529.1125,673528822.5698,436882566.7034,181572189.3392,230251327.1706,107534016.349,17947511.3888
2024-04-23,66385.3002919345,7197100425.172,4532807069.106,2818593612.4362,5581926734.1281,1918936923.03,387115234.9444,152382947.238,318164427.2254,810581846.1352,437854853.4552,198766617.0678,235188908.683,106019544.8835,14387022.5172
2024-04-24,64189.9679064874,7122427608.7753,4526910489.8769,2746508227.4241,5520656058.2345,1900324255.828,394740854.3106,146360342.5924,327102163.4451,719843809.9404,464548796.0662,194028021.0517,233121591.6681,102842280.5913,14945346.6714
2024-04-25,64515.3874725307,7167177386.5259,4560364037.5592,2754755702.8211,5962449212.5095,1922453531.257,396459297.5081,141928463.3979,316427253.6019,704495920.6939,436289448.142,198605682.3788,226314652.7535,93313162.4355,13295836.4928
2024-04-26,63777.4715002922,6991173434.4289,4476665075.0714,2702246153.1971,5942715775.4618,1948254005.501,384855920.589,146035414.9119,317165433.9301,698769340.6867,434276580.2415,185201364.2543,227994099.455,97231813.5243,12922654.855
2024-04-27,63429.3099649328,6909097454.5915,4411548929.766,2709868861.5739,5830535148.12,1723562402.11,371684443.829,147479190.0763,312064259.2201,653063717.5409,428026619.4182,181308087.0923,226588630.3571,100058507.8779,14138539.236
2024-04-28,62978.5770049678,6869375120.6095,4641005590.8236,2719803835.7891,6024437538.1295,1702940217.433,376497672.0139,148631859.1201,309001852.4094,737557720.0652,437060330.7326,186425276.4552,226722363.6821,91156394.6713,19357082.5678
2024-04-29,63908.3888766803,6727552916.9671,4444878137.3342,2739544194.0434,5873845755.9341,1702189617.046,374926955.7376,145568695.4904,305764232.4897,675999548.3548,436559854.2521,177602781.4204,223729325.6665,97814447.9581,22188277.7266
2024-04-30,60636.3261633548,6868480231.9254,4497438678.7546,2763242995.1593,5957906509.3002,1688397935.078,375287630.3352,152542444.7269,310250881.2393,746230699.2488,447692536.6105,184194862.1952,229889931.9347,95033549.1128,12767133.5288
2024-05-01,58141.7772799532,6939260319.7871,4434132440.9076,2849340990.0407,5824230395.0274,1710136364.834,368881244.5259,146773170.052,300345408.1166,731482811.2204,487597295.7842,190532649.5523,220132912.2001,88504115.585,11500708.825
2024-05-02,59170.1088936295,6387983778.2397,4145541284.629,2686754259.8445,5640675394.4135,1744160937.95,372143173.7078,146658662.9078,292759900.7293,655452431.5269,456882994.0949,190867727.3218,211437297.5636,98919541.4877,9651552.21
2024-05-03,62983.6554783752,6317135758.1479,4099101264.019,2679045971.0647,5599593976.4574,1711368833.343,383306451.7391,153345647.4685,293244405.6021,671929707.0115,473213786.635,188390847.5134,210754712.6006,93144196.5099,10113826.8228
2024-05-04,63881.1305429573,6938089585.5197,4401289834.479,2859034866.1056,6026378908.5425,1554416164.027,385121802.5257,153307946.5118,310342375.3531,752862338.3147,442872123.3098,208805284.5323,223188023.7126,97510393.1065,12071767.0248
2024-05-05,64067.5959918177,7163858629.3513,4371646805.04,2898775747.3906,6111623410.3947,1553036722.884,385083443.5387,154855349.2102,314055871.3126,735015563.2939,416710109.7588,209688865.8637,227534527.4579,102853238.7298,17483840.6866
2024-05-06,63228.1031341321,7113250403.6947,4395202775.977,2918995669.0798,6143148438.2409,1561254522.57,376794513.1739,152471963.4444,315757828.3658,711501137.8456,424520702.1587,212160138.9716,228165420.9385,120245337.0509,17969348.3776
2024-05-07,62396.999720339,6943084001.4456,4425184770.3684,2796487939.9965,6112853096.5719,1562575714.386,378408126.2522,149340965.9974,312532436.4889,669354494.3511,437237454.8976,209657408.0696,226493412.3753,137284370.812,14213170.8412
2024-05-08,61079.27442782,6880060467.5624,4465627757.2772,2751332265.0143,6035984936.3594,1568442264.087,374570257.6667,144826271.284,308499509.2255,731436864.1847,448655812.6027,198021786.9843,222041308.1477,111054654.5775,16286881.6615
2024-05-09,62998.4903381064,6734209723.7341,4389283092.6187,2660361814.4774,5968100210.278,1584112846.189,371171354.3811,143590484.3727,303514433.539,700216589.1434,466160431.3515,195242542.3812,217418532.9658,107848629.792,14827477.066
2024-05-10,60896.6418880772,6834970495.1885,4445631278.9835,2644841262.4734,6126617008.656,1584216527.277,374903346.1513,141560340.5096,311776845.069,705833332.0594,462688874.5216,203653231.3658,224598658.3091,126282242.2721,14477468.0544
2024-05-11,60843.5729240211,6787283722.4206,4599149203.4703,2646086892.9227,6078720546.3447,1538668133.014,373900955.0748,,301111616.3518,741350794.4744,477073049.8449,190569669.0921,216401495.9018,114410169.9153,11440009.9125
2024-05-13,62886.9394491526,6676720333.836,4633160717.3387,2611833162.492,6096119672.8983,1526065571.354,366469278.7118,150503655.5334,302812269.6173,681496560.029,462845782.1565,198265094.9902,215649206.3378,114734004.9928,26537791.032
2024-05-14,61555.5670046756,6895726000.8336,4591606019.952,2844460308.4549,6184396644.7999,1533831460.846,366972891.8664,148528991.5308,310796940.1139,809604904.5623,424708115.2603,196408082.4055,216825562.207,115537082.6502,16709162.45
2024-05-16,65269.2603246639,7382427235.4441,4806124070.5324,3089436090.9403,6575975630.1656,1632514766.167,387349192.7856,166585724.1266,335218374.4054,913599011.6744,507431096.8397,223839346.2095,223550224.7626,125363773.0759,14248568.681
2024-05-17,66956.4409476914,7175898540.8064,4809362546.8776,2797950833.9094,6431474373.9129,1668162929.274,359800833.8742,154407041.8994,330636819.6166,842244218.1369,454433821.3547,209617895.7723,217942785.7192,115775334.325,17772097.301
2024-05-18,66977.6006914085,7418085253.7736,4770282802.8773,2996321747.9697,6698081197.6495,1645444345.803,362718100.3413,165063756.4507,348685066.1614,905265939.7591,464786921.1139,234139577.2628,219595448.287,124549175.5335,18045430.1549
2024-05-19,66259.4704260666,7466499384.0514,4749098348.4896,3015579475.9049,6806668889.8224,1647897284.227,373266744.0557,165410794.878,346038428.5982,932341208.119,473944340.411,244729560.2045,217279338.1676,118130609.3157,24542350.0388
2024-05-20,71202.2025902981,7399910389.0784,4714335002.2153,2974476571.8908,6610759591.5554,1656836548.095,363833733.5716,159233073.3257,342982996.1825,880519571.1038,447209609.949,230214731.4765,212604028.4475,110690156.1645,24573725.9009
2024-05-21,70217.2546914085,7582023730.7936,4940324810.0872,3187654335.4196,7474114335.1809,1723527280.899,366344358.4656,160254710.2432,391084773.7482,846829024.0064,449463714.0074,246267616.3827,225454298.967,113953348.4436,18431910.5008
2024-05-22,69074.9141350088,8097564596.9805,4677295531.8457,3098569264.6231,7509800345.51,1788958036.196,375929763.8713,157665953.1412,382381525.1184,889061870.5282,482168023.2,246233147.8166,226004134.8056,113819422.0768,17151318.1852
2024-05-23,67758.7306586791,7955022031.5466,4695038048.1525,3093346275.5157,7399325476.036,1805376761.052,381985175.8453,155261022.428,374734014.4027,859129669.5659,491577694.5782,250935954.6911,228923298.7744,111004118.7428,19536821.616
2024-05-24,68608.998279661,7366358387.4548,4731353320.6563,2961239092.6622,7399359463.8103,1778138951.073,370951629.4039,296240731.0364,365290557.2304,794729877.5317,482668562.0055,238374785.0472,226525213.7847,111291606.6047,12835215.668
2024-05-25,69282.7925976037,7343278578.3777,4736910719.5759,2975456554.2074,7297287156.4011,1713260112.012,366432684.9824,356749939.0136,364372896.8202,857069811.0438,459574475.5402,248868825.8883,234494058.3416,109578006.8055,16565138.8238
2024-05-26,68445.0069532437,7534310331.8181,4819826370.7613,3014310845.3267,7437894410.0165,1704398419.645,366343838.9639,392290033.6504,368239642.9699,869008202.0599,469594795.8518,256092076.2664,246314824.4563,108548476.8706,24237190.6596
2024-05-27,69347.815260374,7396964184.44,4808234161.2879,2973017686.095,7494697212.4246,1705591679.297,375855333.8007,424672154.18,363346389.5192,844323987.8774,459060400.5672,244699613.5735,253974466.4307,139309254.5187,33306411.701
2024-05-28,68342.8204488603,7543996089.5653,4854954106.6577,3094280895.4111,7729157836.6354,1709145022.996,392512017.2502,454652769.2493,369224808.5288,968413612.6333,485619973.5543,248911516.9102,256658765.998,159146705.551,20715494.7207
2024-05-29,67584.2632402104,7458548380.5529,4992944071.035,3040499341.9249,7863340617.8048,1712871022.286,393377745.8209,504018039.7704,363707701.5559,966460942.2341,472133279.1625,243827986.9182,251171141.6128,158995667.4705,16808727.899
2024-05-30,68375.4760260082,7737394303.874,4933122276.7697,3098898695.9749,7714515583.5564,1685129860.796,401094499.951,564218555.3441,359743658.6325,966404247.0347,501579042.721,228684562.378,246479351.7839,157236602.3341,17241855.9133
2024-05-31,67377.7626122151,7631748239.8584,4734162258.4647,3040676472.8562,7410847362.7373,1684524416.393,385590305.1782,621557976.9074,362964812.4306,1072426208.8126,491515443.8265,241683273.6717,248628613.7888,162521660.4352,20594567.8106
2024-06-02,67805.4855742256,7678945644.5251,4869307072.7297,2989240445.2191,7664942193.6904,1605808948.596,390439472.7471,643100424.534,362255960.7628,1048141794.8619,521320413.5632,252149212.3394,246774000.285,160234098.3734,22964831.0702
2024-06-03,68833.3028351841,7705261738.3129,4869610133.8776,3000925195.6791,7603044833.3684,1599630550.382,393510249.6984,630670424.8537,363023966.0968,1042906664.9907,508742077.9953,244671985.9575,246081006.8897,160699987.591,30685923.8064
2024-06-04,70554.0894330801,8029607987.8591,5050254347.5431,3082579560.2637,7608533209.6337,1607186589.703,390853656.1267,639167727.1788,369750334.1257,1143366923.2509,502614816.701,256643190.4613,250377452.7554,166509665.9904,17870928.56
2024-06-05,71087.4433158971,8421008397.9132,5223474199.0582,3312232304.0529,7998156448.8834,1638756680.971,421628208.9435,661897364.1371,381637156.479,1340785303.0933,521241906.3345,265270678.7553,255189168.0252,178806372.0447,15701307.1875
2024-06-06,70788.5013755114,8526056031.5358,5404245509.8258,3437537143.752,8215420502.5988,1705350855.951,399960066.8558,679819640.7516,385959525.887,1386087731.8948,516578658.433,273856296.769,258892718.1858,178162739.678,14642931.658
2024-06-07,69338.1573240795,8530883064.5929,5476726332.6442,3368145545.4275,8158781769.6608,1737148767.924,405213238.2606,668302390.4965,385032375.762,1346359591.7783,504695655.9778,271596799.9173,256863072.4554,157760898.3631,17343009.6292
2024-06-08,69310.1092618352,8473318919.5925,5401596369.0977,3237537355.4164,7583781585.169,1732109957.878,412078911.2725,655397576.2998,378828090.378,1247149850.6547,543918863.379,269584820.2488,253065253.8868,158001060.8392,13724031.7649
2024-06-09,69644.0190894214,8533440156.0083,5287975261.4011,3183031152.5416,7437707127.9649,1722036060.01,417652154.0814,653012529.0817,378411444.7323,1254910380.4352,544753502.3196,262112527.4084,252477983.7686,155559900.7436,17879107.9156
2024-06-10,69465.9362478083,8566057104.6747,5472367499.4865,3240117101.4462,7587115924.0093,1728897710.247,424284622.832,657113318.5651,379953516.3575,1279276061.2331,544647422.2812,273506532.9446,253032170.6034,155566121.7696,29442936.3955
2024-06-11,67368.263506429,8690611903.98,5502195934.9179,3208878067.3659,7448338354.4818,1715391879.585,418416580.7691,651287260.5148,378875496.3404,1216418377.9858,546236522.1981,268098562.282,251138966.5424,153285393.4616,23232591.8037
2024-06-12,68213.8346838106,8260969611.2331,5462791860.5232,2994094386.7465,7255259879.4466,1735222854.219,437175255.1645,638055209.1689,365790522.7331,1113680708.9586,588782625.4609,236225691.5405,239937862.1387,151367901.4942,13978805.252
2024-06-14,65982.1865195792,8218517518.9233,5401423377.6733,2896661886.0486,7140113692.1056,1749689786.283,417551900.8486,642144781.7092,361182999.4191,1313543162.6377,587306374.3695,229082623.8619,239718203.6822,153300296.1464,11708109.76
2024-06-15,66204.904308007,7916670679.3638,5337212145.5904,2886302419.8118,7145697480.2345,1700214511.537,417995708.9501,656118596.3026,362460420.2305,1296185991.0253,605310131.5491,197899466.711,235559382.3734,133331845.8767,13392588.08
2024-06-16,66622.5999336645,8024423553.8544,5373065195.029,2832092514.8322,7260377545.4238,1699323519.511,419842840.5575,663888738.3593,357394867.3235,1218906780.8166,605157107.2487,198899298.2635,235356773.7698,132377194.2011,18995492.0416
2024-06-17,66483.8785260082,8084762558.6834,5420261742.0543,2905383464.4359,7382769967.4468,1706014109.638,425192947.9834,663004872.2236,358227760.0004,1243037063.8719,613196922.3178,203709261.9948,237563013.3875,131648574.0683,30938139.0973
2024-06-18,65112.1230020456,7976963570.884,5332013309.5816,2860309264.3614,7009935154.4165,1693993222.709,410371259.3324,665409436.7588,357117564.5591,1235043493.9531,595419863.1037,200700622.8292,239314600.1962,128550350.8013,17851813.13
2024-06-19,64878.7141525424,7632769505.2406,5311100371.4481,2826951405.0491,6828672347.2984,1730219877.141,408809163.2404,662571323.3475,348796057.8706,1137388601.4129,586200379.7022,183997569.4075,231092248.729,142226965.5003,9943776.329
2024-06-20,64897.7011542957,7480113267.852,5434103573.0906,2826628790.8797,7025165806.3965,1737854725.033,407945979.0878,675532870.0133,347185655.8618,1021517551.3901,593438398.8842,192654164.2773,230388555.3774,143348644.9563,11583665.9271
2024-06-21,64086.0489228521,7404236765.5448,5435558559.8848,2840978039.5466,6957426712.9817,1744258826.062,393385160.7927,669397248.7363,345398038.0272,1001738922.5895,598594273.6432,197590164.619,231737362.2557,133676699.6912,14849213.6864
2024-06-22,64258.135506429,7494949933.6563,5394743877.6933,2776049369.7267,6924919527.8825,1714187108.069,392942224.5442,672066561.9053,339598046.788,1199054878.5608,591454469.8215,197215617.1049,227271010.0547,130120252.9947,13801531.6618
2024-06-23,63345.0218760959,7578301986.4604,5421843261.0217,2797543297.3609,6936404715.5926,1709543764.199,403915186.2435,672679062.0333,339580265.8306,1231520942.963,592878322.1372,201681248.673,229812950.9744,132874910.9779,19154401.1728
2024-06-25,61739.6658477498,7106953193.8087,5009064416.1625,2730778571.7617,6779228158.2908,1746590091.309,399048152.8242,613483204.0118,315688334.6959,1260526912.1646,536911749.3172,192807085.1816,213873588.4426,135900578.4875,11226723.0392
2024-06-26,60794.4760584454,7137282309.8378,5122482910.4338,2702477307.3417,6868561746.5898,1704980672.779,367906330.622,600552411.2804,322938763.4494,1193208503.409,500772774.378,189587221.4972,219699542.7624,136002252.7296,9710381.853
2024-06-27,61569.9234275278,7008127997.7886,5112800843.8135,2650961001.9683,6804984351.7258,1704134165.892,371647672.7845,592367279.126,318421258.0337,1207521609.4284,502959070.0246,188649785.4758,217868045.7599,134464140.9408,13343522.9616
2024-06-28,60303.3147364115,7084323722.3224,5139151820.2163,2715381710.9882,6996329552.9675,1705260257.272,383544666.44,594511010.3163,323018064.2646,1146172591.4777,519983580.5088,190211309.0494,221379916.1108,138922536.9826,14046554.751
2024-06-29,60889.3298430742,7070140735.8306,5127312004.1828,2692678799.1439,6851698260.5676,1393202243.182,390304376.7709,592177537.9383,317610164.0495,1232577660.374,535801294.6192,181463193.5654,220729305.3089,128954603.7316,14124022.7955
2024-06-30,62763.2796861485,7353912535.2662,5171768446.0379,2637378068.2272,6814007228.6365,1384404615.152,392589953.1237,597061924.2858,321358384.7555,1155131062.3921,532066691.6315,182646745.2526,221737433.7717,133855443.3525,20484784.9416
2024-07-01,62835.3997647575,7916929242.9718,5362313239.7886,2695707680.4249,6963231684.4475,1352522225.433,400203760.3832,610803009.7457,334947677.0729,1193453998.8488,539254581.2591,192470570.0815,229967504.8245,140517740.106,28357178.2187
2024-07-02,62028.6170385739,7664078082.0045,5223070591.1461,2691781513.1299,6911689787.4453,1375476877.492,404531653.1911,608287740.9618,334688144.9484,1181326181.7979,516408916.322,194159053.2583,228081455.8303,142636927.7427,18241965.1758
2024-07-03,60216.3920859147,7777128989.5492,5346227161.7616,2748540963.406,7130706821.3318,1406096828.761,408135668.329,630845423.6477,330730364.6802,1214994288.2124,555839312.1611,204127987.8132,227335670.6507,140192410.7724,17024655.619
2024-07-04,57418.2420213326,7865700693.5933,5117968749.0867,2722812504.0662,6727189825.1558,1419058139.844,399295550.519,621982814.2312,328971729.2717,1244667646.2354,556057508.4758,190265567.1642,215667597.9406,131938016.592,12652722.5918
2024-07-05,56720.9881256575,7492749632.4231,4521233308.524,2633630469.383,6088090505.0383,1424474272.509,366093891.1644,579438519.7204,323673262.402,1026318837.5435,480938973.0146,175069725.3168,204688015.5471,120368712.6884,10566028.05
2024-07-06,58259.221773232,7029307495.0846,4040694904.4689,2489142706.7627,5582146139.0013,1375118397.655,342500970.8243,557810888.7497,329212702.968,927960866.2559,428600859.7872,168179520.8425,203832551.2531,113236482.946,7325460.435
2024-07-07,56112.5725587376,6995548711.9886,4228369965.2415,2481314811.6334,5792723758.6427,1355436359.281,353183936.5443,572136650.2736,343292200.5767,858801681.3391,452968377.901,174430770.5996,212643998.6656,120061560.768,12473154.5662
2024-07-08,56691.9149061952,6847214409.2682,4156248246.8246,2405072055.7505,5533724642.2075,1349983623.249,344130616.0954,549091610.1153,327542401.8608,789569914.7773,413262090.6296,167499879.4054,204920578.1979,116127408.5443,16869003.2415
2024-07-09,57981.4320967271,6807299959.133,3974897093.5016,2307767234.8173,5437993901.6403,1353100324.901,351169226.1184,557865249.5113,331061242.745,807261824.7295,429525662.4188,163870507.1829,201583347.8645,116656747.8475,11000411.17
2024-07-11,57307.712738457,2326885517.0118,4234516331.7376,2406619163.5178,5806942244.2423,1360783271.528,364930464.5067,576444203.0766,337753492.7308,843706838.1313,436675401.0525,181355529.4065,205137442.6668,113173640.8103,12146573.8728
2024-07-12,57859.1202819988,7248900128.8659,4317536641.9344,2465111515.6844,5835578544.1724,1384108031.403,368352295.3765,572791217.2471,339212847.4057,824349262.3896,430681643.5256,175662894.9057,204926404.5324,112706380.4,12171729.65
2024-07-13,59329.0372016365,2388450444.1416,4215047939.839,2466332567.1482,5846184986.5664,1370350550.126,364075706.4938,581102609.2279,344736016.8018,802674753.4743,429773190.255,175594865.2718,206468641.6736,115098498.9336,12562275.6153
2024-07-14,61015.0339412624,7481362392.0054,4423203016.0943,2568416924.3379,6031257309.6855,1379831158.965,376975122.6483,599059908.3566,346043875.4841,932579126.6362,451552805.8396,192820623.9425,212596418.5172,120795063.4135,22717432.4576
2024-07-15,64734.7611697837,7211703223.8909,4727631354.463,2642516849.9847,6255544474.8533,1415698100.101,373919692.7722,611524426.6319,353782072.4235,967433768.7194,445525631.9364,199046903.4731,220093046.5589,129797353.9371,17611753.802
2024-07-16,65118.8266583869,7976113041.23,4789122550.3987,2965270030.215,6763669079.3736,1451971664.274,372797764.9,673146246.3908,380625782.9364,1059220075.7889,452691921.0688,207993022.8795,232262099.6419,146788499.7718,17772452.361
2024-07-17,64201.3707805377,7796650983.2499,4783935052.4726,2984728855.3075,6673653955.7806,1528888481.719,371129971.8713,714604041.9824,375959908.7172,1119349943.828,436160651.6286,196130604.362,234017367.9205,136083858.0175,12780919.0721
2024-07-18,63984.3022022209,7474979245.9898,4736695912.9693,2973823776.9249,6636342512.253,1564647258.566,379828363.2978,753694599.7869,372301800.2275,1122944280.5737,459094766.4272,193976439.4506,231167886.1644,129432578.1205,12683393.3628
2024-07-19,66755.7833828171,7423440025.1249,4832600322.9666,2993077971.3938,6764365105.8388,1595681486.803,388267934.0295,803402198.3701,371926157.3865,1042360913.907,474117230.4907,186452785.8763,230232864.1743,131172780.3584,15172349.1962
2024-07-20,67185.4978112215,8079305431.2483,5155737529.2421,3268018376.5022,7123555126.2,1658162724.941,395398125.562,856314839.2926,388900779.623,1294745561.5335,471188983.0583,206468167.1123,248741724.8346,145464131.0446,16951313.405
2024-07-21,68056.6201215663,8043092828.0617,5147856948.2448,3203178611.7553,7179105767.9545,1681649754.414,396684335.2274,896063640.2602,394112820.5133,1304853595.7763,479063094.0128,209934166.602,264431711.4181,145697852.1183,20950364.375
2024-07-22,67535.1976738749,7995932755.1677,5237843391.9587,3182840560.6123,7250145957.4472,1721205748.597,411535612.9994,943433001.1803,398570512.1055,1330869475.4776,484398226.3661,220685926.2084,284156824.0771,151443166.49,24117837.3245
2024-07-23,65916.4081616014,7894026793.7485,5167204637.8236,3122371491.394,7096268543.6016,1762046527.977,396792980.5226,966205651.1929,395619711.8203,1269404140.099,482759134.5487,200263923.4854,298653592.6989,143973748.0398,18402404.5681
2024-07-24,65353.3857784921,7824468752.9572,4990844194.2392,2937346443.2852,7054797335.7581,1788131604.2,396875108.1603,955051241.2039,385142029.0632,1186275938.169,508819792.6734,192266341.8583,309627056.9104,132777010.0608,13864625.2558
2024-07-25,65722.0611917007,7698746083.8728,5102025528.6823,2869663364.0541,6973045448.8834,1777350795.948,402465731.8322,951493498.2568,381672909.5977,1159520205.5152,493131329.5183,197073708.0696,326240418.6289,130128147.9508,15269918.2797
2024-07-26,67912.2433091759,7911519829.6197,5144450376.7157,2827787002.7466,6796312408.9733,1751148357.263,380811851.125,1007531603.549,378076430.8977,1242125879.1356,507651948.7205,207603596.4494,346061649.6012,129576247.417,13274282.2184
2024-07-27,68077.3730812391,8186145455.1582,5414489124.9794,2978581032.2858,7149851701.3115,1716141688.838,408981933.3124,1060645122.0171,390396416.9291,1309096318.0937,478814535.1032,217983276.958,375815165.0227,135668661.9255,14289190.6574
2024-07-28,68170.6691309176,8345268709.67,5623631756.7969,2968313561.0173,7131695179.6965,1740471885.103,355916112.4231,1119570833.2717,390010970.4712,1249107946.469,480467749.0336,221665959.772,395802615.0598,134051813.364,13890187.206
2024-07-29,66867.167277031,8351704753.5519,5841172285.6015,3006302771.2139,7258526894.1393,1701691415.724,363572925.4201,1153439034.7278,393645236.2387,1312381337.7744,469926466.9934,223077215.8964,414166761.2532,132451594.314,14363972.7228
2024-07-30,66186.9146861484,8213654758.5695,5753701139.6963,3105290584.8135,7375787568.7277,1725340034.435,358837039.8188,1200966896.6228,386164077.8667,1207864033.4937,493397657.6876,213652430.3987,424876882.2436,122298809.7474,17126974.1632
2024-07-31,64690.6340385739,8021164067.9875,5679212217.0658,3016559866.9231,7261191069.4309,1688267703.731,360293384.7912,1244126277.5272,387642675.8506,1244832064.2131,546731139.0414,216260924.142,441652011.4701,126905135.3213,16959166.1758
2024-08-01,65178.0554891876,7826036743.7382,5517031869.825,2964574918.0973,7007430401.3061,1698061709.866,373038795.3592,1232413011.149,371053647.4439,1273244586.0934,538765103.6613,207011472.0547,447556649.5215,118881972.1574,17139507.2474
2024-08-02,61506.7698877849,8223668316.4057,5266536867.0644,2854110578.4235,6786838704.1597,1703161155.616,371901382.7515,1248328599.4403,367573312.5471,1213975514.1984,540492553.6037,220803696.4921,470193475.1526,125795250.372,16214800.0
2024-08-03,60688.2444272355,7882261226.7296,4856435042.8056,2714540387.2494,6306005208.841,1605553865.381,376378992.828,1180856097.7498,346026532.2193,1197765277.7718,481116875.9716,186900752.9957,457693889.1824,113660969.6716,20591761.03
2024-08-04,58306.2644786675,7677940380.487,4700344163.4327,2586211476.3091,5979203626.1732,1596329494.84,386264482.812,1180807003.9814,343757381.7779,1242666712.1822,470729468.3129,177807524.9655,467103883.9983,96052098.5866,30403128.9364
